FIGHTER 1,HEIGHT 1,WEIGHT 1,REACH 1,STANCE 1,DATE OF BIRTH 1,SIGNIFICANT STRIKES LANDED PER MINUTE 1,SIGNIFICANT STRIKING ACCURACY 1,SIGNIFICANT STRIKES ABSORBED PER MINUTE 1,SIGNIFICANT STRIKE DEFENCE 1,AVERAGE TAKEDOWNS LANDED PER 15 MINUTES 1,TAKE DOWN ACCURACY 1,TAKEDOWN DEFENSE 1,AVERAGE SUBMISSIONS 1,WIN/LOSS PERCENTAGE 1,WINS 1,LOSSES 1,DRAWS 1,NO CONTESTS 1,FIGHTER 2,HEIGHT 2,WEIGHT 2,REACH 2,STANCE 2,DATE OF BIRTH 2,SIGNIFICANT STRIKES LANDED PER MINUTE 2,SIGNIFICANT STRIKING ACCURACY 2,SIGNIFICANT STRIKES ABSORBED PER MINUTE 2,SIGNIFICANT STRIKE DEFENCE 2,AVERAGE TAKEDOWNS LANDED PER 15 MINUTES 2,TAKE DOWN ACCURACY 2,TAKEDOWN DEFENSE 2,AVERAGE SUBMISSIONS 2,WIN/LOSS PERCENTAGE 2,WINS 2,LOSSES 2,DRAWS 2,NO CONTESTS 2,WINNER
Christian Morecraft,78.0,260.0,81.0,Orthodox,38.0,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,0.727,8.0,3.0,0.0,0.0,Matt Mitrione,75.0,265.0,82.0,Switch,46.0,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,0.706,12.0,5.0,0.0,0.0,0
Georges St-pierre,71.0,185.0,76.0,Orthodox,43.0,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,0.929,26.0,2.0,0.0,0.0,Johny Hendricks,69.0,185.0,69.0,Southpaw,41.0,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,0.692,18.0,8.0,0.0,0.0,1
Tatsuya Kawajiri,67.0,145.0,69.0,Orthodox,46.0,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1,0.735,36.0,11.0,2.0,0.0,Sean Soriano,69.0,145.0,70.0,Orthodox,35.0,3.18,0.61,2.14,0.56,1.33,0.55,0.52,0.0,0.636,14.0,8.0,0.0,0.0,1
Takashi Sato,70.0,170.0,73.0,Southpaw,34.0,2.21,0.41,3.73,0.44,0.76,0.37,0.6,0.0,0.696,16.0,7.0,0.0,0.0,Themba Gorimbo,73.0,170.0,77.0,Orthodox,33.0,2.3,0.6,1.67,0.46,3.39,0.45,0.66,0.0,0.75,12.0,4.0,0.0,0.0,0
Lina Lansberg,67.0,135.0,65.0,Orthodox,42.0,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,0.556,10.0,8.0,0.0,0.0,Mayra Bueno Silva,66.0,135.0,66.0,Orthodox,33.0,3.84,0.57,4.86,0.53,0.68,0.38,0.68,1.6,0.667,10.0,3.0,1.0,1.0,0
Alexander Hernandez,69.0,145.0,72.0,Orthodox,32.0,4.63,0.41,4.9,0.56,1.2,0.31,0.6,0.1,0.667,14.0,7.0,0.0,0.0,Drew Dober,68.0,155.0,70.0,Southpaw,36.0,4.34,0.4,4.23,0.51,0.71,0.18,0.56,0.1,0.659,27.0,13.0,0.0,1.0,0
Antonio Braga Neto,75.0,185.0,77.0,Orthodox,37.0,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,0.692,9.0,3.0,0.0,1.0,Trevin Giles,72.0,170.0,74.0,Orthodox,32.0,3.27,0.55,2.22,0.58,1.19,0.5,0.71,0.3,0.727,16.0,6.0,0.0,0.0,0
Andrei Arlovski,75.0,240.0,77.0,Orthodox,45.0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2,0.576,34.0,23.0,0.0,2.0,Fabricio Werdum,76.0,231.0,77.0,Orthodox,47.0,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,0.706,24.0,9.0,1.0,0.0,1
Marvin Vettori,72.0,185.0,74.0,Southpaw,31.0,4.56,0.45,4.24,0.56,1.66,0.45,0.69,0.5,0.704,19.0,7.0,1.0,0.0,Jared Cannonier,71.0,185.0,77.0,Switch,40.0,4.68,0.52,4.13,0.59,0.44,0.42,0.63,0.0,0.739,17.0,6.0,0.0,0.0,0
Claudio Ribeiro,73.0,185.0,77.0,Orthodox,32.0,4.65,0.57,3.34,0.31,0.76,0.5,0.75,0.0,0.733,11.0,4.0,0.0,0.0,Abdul Razak Alhassan,70.0,185.0,73.0,Orthodox,39.0,3.37,0.48,3.99,0.55,0.89,0.38,0.5,0.2,0.667,12.0,6.0,0.0,0.0,0
Kennedy Nzechukwu,77.0,205.0,83.0,Southpaw,32.0,4.86,0.46,4.27,0.51,0.68,0.5,0.8,0.3,0.75,12.0,4.0,0.0,0.0,Carlos Ulberg,76.0,205.0,77.0,Orthodox,34.0,7.29,0.59,3.59,0.52,0.95,0.75,0.75,0.3,0.909,10.0,1.0,0.0,0.0,1
Mike Swick,73.0,170.0,77.0,Orthodox,45.0,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6,0.714,15.0,6.0,0.0,0.0,Steve Vigneault,70.0,185.0,0.0,Orthodox,46.0,2.19,0.28,5.75,0.44,0.0,0.0,1.0,0.0,0.667,12.0,6.0,0.0,0.0,1
William Macario,71.0,170.0,75.0,Orthodox,33.0,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0.0,0.75,9.0,3.0,0.0,0.0,Matt Dwyer,76.0,170.0,76.0,Orthodox,35.0,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0.0,0.692,9.0,4.0,0.0,0.0,0
Scott Jorgensen,65.0,135.0,66.0,Orthodox,42.0,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,0.556,15.0,12.0,0.0,0.0,Danny Martinez,66.0,125.0,67.0,Orthodox,39.0,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0,0.724,21.0,8.0,0.0,0.0,1
Bj Penn,69.0,155.0,70.0,Orthodox,46.0,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,0.5,16.0,14.0,2.0,0.0,Caol Uno,67.0,155.0,70.0,Southpaw,49.0,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,0.579,33.0,19.0,5.0,0.0,2
Hermes Franca,66.0,155.0,71.0,Orthodox,50.0,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,0.571,24.0,17.0,0.0,1.0,Spencer Fisher,67.0,155.0,68.0,Southpaw,48.0,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,0.727,24.0,9.0,0.0,0.0,1
Glover Teixeira,74.0,205.0,76.0,Orthodox,45.0,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,0.786,33.0,9.0,0.0,0.0,Jared Cannonier,71.0,185.0,77.0,Switch,40.0,4.68,0.52,4.13,0.59,0.44,0.42,0.63,0.0,0.739,17.0,6.0,0.0,0.0,1
Lando Vannata,69.0,155.0,71.0,Orthodox,32.0,4.52,0.45,4.76,0.55,1.09,0.37,0.69,0.3,0.571,12.0,7.0,2.0,0.0,Drakkar Klose,69.0,155.0,70.0,Orthodox,36.0,4.33,0.55,3.4,0.52,1.78,0.3,0.68,0.0,0.824,14.0,2.0,1.0,0.0,0
Clay Guida,67.0,155.0,70.0,Orthodox,43.0,2.64,0.33,3.01,0.61,3.13,0.36,0.67,0.6,0.644,38.0,21.0,0.0,0.0,Thiago Tavares,67.0,145.0,70.0,Orthodox,40.0,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,0.724,21.0,7.0,1.0,0.0,0
Josh Koscheck,70.0,170.0,73.0,Orthodox,47.0,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,0.607,17.0,11.0,0.0,0.0,Frank Trigg,69.0,170.0,71.0,Southpaw,52.0,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,0.7,21.0,9.0,0.0,0.0,1
Neil Magny,75.0,170.0,80.0,Orthodox,37.0,3.47,0.46,2.42,0.52,2.17,0.4,0.54,0.3,0.707,29.0,12.0,0.0,0.0,Kiichi Kunimoto,70.0,170.0,71.0,Orthodox,43.0,1.87,0.44,3.92,0.41,1.59,0.2,0.28,0.3,0.643,18.0,7.0,2.0,1.0,1
Bruno Korea,66.0,135.0,65.0,--,33.0,2.12,0.34,3.96,0.42,0.0,0.0,0.25,0.0,0.7,7.0,3.0,0.0,0.0,Matheus Nicolau,66.0,125.0,66.0,Orthodox,31.0,3.66,0.53,3.14,0.66,1.48,0.45,0.93,0.9,0.792,19.0,4.0,1.0,0.0,0
Jim Miller,68.0,155.0,71.0,Southpaw,41.0,2.96,0.42,3.18,0.58,1.58,0.44,0.48,1.7,0.673,37.0,17.0,0.0,1.0,Steve Lopez,71.0,155.0,0.0,Orthodox,40.0,1.39,0.24,2.69,0.62,0.0,0.0,0.37,0.0,0.65,13.0,6.0,1.0,0.0,1
Eliot Marshall,74.0,205.0,77.0,Orthodox,44.0,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,0.714,10.0,4.0,0.0,0.0,Vinny Magalhaes,75.0,205.0,75.0,Orthodox,40.0,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,0.583,14.0,9.0,0.0,1.0,1
Aleksei Oleinik,74.0,240.0,80.0,Orthodox,47.0,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9,0.769,60.0,17.0,1.0,0.0,Daniel Omielanczuk,72.0,247.0,74.0,Southpaw,42.0,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,0.655,19.0,8.0,1.0,1.0,0
Teruto Ishihara,67.0,135.0,69.0,Southpaw,33.0,3.26,0.44,3.63,0.53,0.5,0.16,0.3,0.0,0.526,10.0,7.0,2.0,0.0,Rolando Dy,68.0,145.0,69.0,Orthodox,34.0,3.04,0.37,4.47,0.52,0.3,0.2,0.68,0.0,0.5,9.0,7.0,1.0,1.0,1
Andre Fili,71.0,145.0,74.0,Orthodox,34.0,3.85,0.37,4.11,0.51,2.16,0.47,0.69,0.3,0.657,23.0,11.0,0.0,1.0,Daniel Pineda,67.0,145.0,69.0,Orthodox,39.0,3.09,0.49,3.18,0.46,1.71,0.25,0.48,1.7,0.609,28.0,15.0,0.0,3.0,3
Luke Rockhold,75.0,185.0,77.0,Southpaw,40.0,4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,0.727,16.0,6.0,0.0,0.0,Michael Bisping,73.0,185.0,75.0,Orthodox,45.0,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,0.769,30.0,9.0,0.0,0.0,0
Gillian Robertson,65.0,115.0,63.0,Orthodox,29.0,2.61,0.46,3.12,0.56,2.53,0.43,0.43,1.0,0.619,13.0,8.0,0.0,0.0,Miranda Maverick,63.0,125.0,65.0,Southpaw,27.0,3.8,0.47,2.6,0.59,2.49,0.46,0.4,0.4,0.75,15.0,5.0,0.0,0.0,0
Devin Clark,72.0,205.0,75.0,Orthodox,34.0,3.03,0.54,3.24,0.44,2.17,0.32,0.58,0.1,0.609,14.0,9.0,0.0,0.0,Marcin Prachnio,75.0,205.0,74.0,Orthodox,36.0,5.61,0.55,3.3,0.54,0.17,0.2,0.58,0.0,0.708,17.0,7.0,0.0,0.0,0
Jared Vanderaa,76.0,265.0,80.0,Orthodox,32.0,4.96,0.44,5.67,0.45,0.18,0.5,0.2,0.0,0.545,12.0,10.0,0.0,0.0,Chase Sherman,76.0,250.0,78.0,Orthodox,35.0,6.04,0.45,6.65,0.52,0.09,0.5,0.74,0.0,0.571,16.0,12.0,0.0,0.0,0
Cristiano Marcello,69.0,155.0,72.0,Orthodox,47.0,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9,0.684,13.0,6.0,0.0,0.0,Kazuki Tokudome,71.0,155.0,73.0,Southpaw,37.0,2.26,0.41,3.63,0.53,2.0,0.38,0.78,0.0,0.692,18.0,7.0,1.0,0.0,0
Manel Kape,65.0,125.0,68.0,Southpaw,31.0,5.12,0.54,4.51,0.59,0.65,0.37,0.77,0.4,0.76,19.0,6.0,0.0,0.0,Felipe Dos Santos,67.0,125.0,70.0,Orthodox,24.0,4.53,0.34,5.07,0.4,0.0,0.0,0.16,0.5,0.8,8.0,1.0,0.0,1.0,1
Joaquin Buckley,70.0,170.0,76.0,Southpaw,30.0,3.87,0.33,3.31,0.57,1.51,0.36,0.65,0.0,0.739,17.0,6.0,0.0,0.0,Albert Duraev,71.0,185.0,75.0,Orthodox,35.0,2.99,0.4,3.01,0.59,1.97,0.29,0.66,0.6,0.762,16.0,5.0,0.0,0.0,1
Mark Hunt,70.0,265.0,72.0,Orthodox,50.0,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,0.448,13.0,14.0,1.0,1.0,Justin Willis,73.0,264.0,78.0,Southpaw,37.0,3.37,0.59,2.57,0.57,0.96,0.66,0.36,0.0,0.8,8.0,2.0,0.0,0.0,0
Cody Mckenzie,72.0,155.0,72.0,Switch,37.0,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,0.615,16.0,10.0,0.0,0.0,Aaron Wilkinson,70.0,155.0,0.0,Orthodox,37.0,0.0,0.0,0.0,1.0,7.32,1.0,0.0,0.0,0.611,11.0,7.0,0.0,0.0,1
Tyson Griffin,66.0,145.0,68.0,Orthodox,40.0,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,0.667,16.0,8.0,0.0,0.0,Evan Dunham,70.0,155.0,70.0,Southpaw,43.0,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,0.643,18.0,9.0,1.0,0.0,0
Ben Saunders,74.0,170.0,77.0,Orthodox,41.0,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,0.595,22.0,13.0,2.0,0.0,Jon Fitch,72.0,170.0,74.0,Orthodox,46.0,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,0.769,30.0,7.0,1.0,1.0,0
Mirko Filipovic,74.0,230.0,73.0,Southpaw,50.0,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,0.714,35.0,11.0,2.0,1.0,Brendan Schaub,76.0,245.0,78.0,Orthodox,41.0,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,0.667,10.0,5.0,0.0,0.0,0
Miguel Torres,69.0,135.0,76.0,Orthodox,43.0,3.98,0.43,1.86,0.74,0.0,0.0,0.17,1.6,0.83,44.0,9.0,0.0,0.0,Antonio Banuelos,65.0,135.0,63.0,Orthodox,45.0,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4,0.625,20.0,11.0,1.0,0.0,1
Jared Cannonier,71.0,185.0,77.0,Switch,40.0,4.68,0.52,4.13,0.59,0.44,0.42,0.63,0.0,0.739,17.0,6.0,0.0,0.0,Derek Brunson,73.0,185.0,77.0,Southpaw,40.0,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6,0.719,23.0,9.0,0.0,0.0,1
Tim Elliott,67.0,125.0,66.0,Southpaw,38.0,3.39,0.44,2.66,0.56,3.73,0.47,0.59,1.0,0.6,21.0,13.0,1.0,0.0,Mark De La Rosa,66.0,135.0,65.0,Orthodox,30.0,3.13,0.35,5.0,0.48,0.54,0.13,0.4,0.2,0.688,11.0,5.0,0.0,0.0,1
Rory Singer,74.0,185.0,77.0,Orthodox,48.0,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,0.55,11.0,9.0,0.0,0.0,Josh Haynes,69.0,170.0,0.0,Orthodox,47.0,1.25,0.22,4.03,0.52,0.94,0.18,0.42,0.0,0.56,14.0,11.0,0.0,0.0,1
Cody Mckenzie,72.0,155.0,72.0,Switch,37.0,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,0.615,16.0,10.0,0.0,0.0,Yves Edwards,69.0,155.0,73.0,Southpaw,48.0,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,0.636,42.0,22.0,1.0,1.0,0
Spencer Fisher,67.0,155.0,68.0,Southpaw,48.0,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,0.727,24.0,9.0,0.0,0.0,Sam Stout,69.0,155.0,70.0,Orthodox,40.0,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,0.606,20.0,12.0,1.0,0.0,1
Justin Buchholz,72.0,155.0,73.0,Orthodox,41.0,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,0.6,15.0,10.0,0.0,0.0,Corey Hill,76.0,155.0,80.0,Orthodox,46.0,3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0,0.4,6.0,9.0,0.0,0.0,1
Pedro Munhoz,66.0,135.0,65.0,Orthodox,38.0,5.45,0.43,6.14,0.56,0.47,0.19,0.82,0.5,0.667,20.0,8.0,0.0,2.0,Matt Hobar,70.0,135.0,70.0,Southpaw,37.0,3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0,0.75,9.0,3.0,0.0,0.0,1
Misha Cirkunov,75.0,205.0,77.0,Orthodox,37.0,3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7,0.625,15.0,9.0,0.0,0.0,Johnny Walker,78.0,205.0,82.0,Orthodox,32.0,3.81,0.53,2.83,0.44,0.46,1.0,0.57,0.9,0.7,21.0,8.0,0.0,1.0,0
Claude Patrick,71.0,170.0,75.0,Orthodox,44.0,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7,0.875,14.0,2.0,0.0,0.0,Brian Ebersole,72.0,170.0,73.0,Southpaw,44.0,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,0.718,51.0,18.0,1.0,1.0,0
Gilbert Burns,70.0,170.0,71.0,Orthodox,38.0,3.36,0.48,3.34,0.54,1.95,0.35,0.47,0.5,0.786,22.0,6.0,0.0,0.0,Stephen Thompson,72.0,170.0,75.0,Orthodox,41.0,4.11,0.46,3.03,0.54,0.26,0.41,0.65,0.0,0.68,17.0,7.0,1.0,0.0,1
John Dodson,63.0,135.0,66.0,Orthodox,40.0,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0.0,0.647,22.0,12.0,0.0,0.0,Tim Elliott,67.0,125.0,66.0,Southpaw,38.0,3.39,0.44,2.66,0.56,3.73,0.47,0.59,1.0,0.6,21.0,13.0,1.0,0.0,1
Karl Roberson,73.0,205.0,74.0,Southpaw,34.0,2.57,0.51,2.42,0.57,0.72,0.4,0.42,0.5,0.6,9.0,6.0,0.0,0.0,Marvin Vettori,72.0,185.0,74.0,Southpaw,31.0,4.56,0.45,4.24,0.56,1.66,0.45,0.69,0.5,0.704,19.0,7.0,1.0,0.0,0
Dan Argueta,67.0,135.0,68.0,Southpaw,31.0,2.35,0.47,1.9,0.52,2.54,0.5,0.6,1.9,0.75,9.0,1.0,0.0,2.0,Ronnie Lawrence,68.0,135.0,68.0,Switch,32.0,2.78,0.56,1.75,0.52,6.75,0.77,0.45,0.2,0.727,8.0,2.0,0.0,1.0,3
Jeremy Horn,73.0,185.0,74.0,Orthodox,49.0,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,0.765,91.0,22.0,5.0,1.0,Jason Godsey,74.0,230.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,16.0,16.0,0.0,0.0,1
Seth Baczynski,75.0,170.0,75.0,Orthodox,43.0,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,0.588,20.0,14.0,0.0,0.0,Lance Benoist,71.0,170.0,72.0,Southpaw,36.0,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,0.778,7.0,2.0,0.0,0.0,1
Ross Pearson,68.0,155.0,69.0,Orthodox,40.0,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,0.541,20.0,16.0,0.0,1.0,Chad Laprise,70.0,170.0,71.0,Orthodox,38.0,4.78,0.42,3.59,0.65,1.05,0.54,0.78,0.0,0.765,13.0,4.0,0.0,0.0,1
Max Holloway,71.0,145.0,69.0,Orthodox,33.0,7.17,0.47,4.75,0.59,0.27,0.53,0.84,0.3,0.781,25.0,7.0,0.0,0.0,Andre Fili,71.0,145.0,74.0,Orthodox,34.0,3.85,0.37,4.11,0.51,2.16,0.47,0.69,0.3,0.657,23.0,11.0,0.0,1.0,1
Darren Elkins,70.0,145.0,71.0,Orthodox,40.0,3.44,0.38,3.27,0.52,2.85,0.35,0.56,1.1,0.718,28.0,11.0,0.0,0.0,Darrick Minner,67.0,145.0,69.0,Orthodox,34.0,2.63,0.65,2.28,0.35,2.4,0.72,0.66,2.7,0.65,26.0,14.0,0.0,0.0,1
Kenichi Yamamoto,72.0,170.0,0.0,Orthodox,48.0,0.3,0.46,1.93,0.38,0.0,0.0,0.1,0.3,0.263,5.0,12.0,2.0,0.0,Katsuhisa Fujii,72.0,205.0,0.0,Orthodox,52.0,4.0,0.5,4.43,0.64,2.14,0.25,0.5,2.1,0.321,9.0,18.0,1.0,0.0,1
Mark Bocek,68.0,155.0,75.0,Orthodox,43.0,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,0.706,12.0,5.0,0.0,0.0,Mike De La Torre,71.0,145.0,71.0,Orthodox,38.0,3.21,0.39,4.75,0.51,0.36,0.16,0.83,0.0,0.636,14.0,7.0,0.0,1.0,1
Curtis Blaydes,76.0,265.0,80.0,Orthodox,33.0,3.56,0.49,1.89,0.59,5.93,0.53,0.33,0.0,0.773,17.0,4.0,0.0,1.0,Tom Aspinall,77.0,256.0,78.0,Orthodox,31.0,7.72,0.66,2.77,0.66,3.46,1.0,1.0,1.7,0.824,14.0,3.0,0.0,0.0,1
Cole Escovedo,67.0,135.0,72.0,Orthodox,43.0,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0.0,0.654,17.0,9.0,0.0,0.0,Renan Barao,66.0,145.0,70.0,Orthodox,37.0,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,0.773,34.0,9.0,0.0,1.0,0
Dan Hardy,72.0,170.0,74.0,Orthodox,42.0,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,0.694,25.0,10.0,0.0,1.0,Rory Markham,72.0,170.0,71.0,Orthodox,42.0,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0,0.739,17.0,6.0,0.0,0.0,1
Henry Briones,68.0,135.0,69.0,Orthodox,44.0,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6,0.64,16.0,8.0,1.0,0.0,Frankie Saenz,66.0,135.0,66.0,Orthodox,44.0,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,0.65,13.0,7.0,0.0,0.0,0
Ciryl Gane,76.0,245.0,81.0,Orthodox,34.0,5.49,0.6,2.19,0.63,0.58,0.21,0.5,0.5,0.857,12.0,2.0,0.0,0.0,Alexander Volkov,79.0,250.0,80.0,Orthodox,36.0,5.1,0.57,3.0,0.54,0.49,0.63,0.73,0.2,0.787,37.0,10.0,0.0,0.0,1
Gabriel Gonzaga,74.0,242.0,76.0,Orthodox,45.0,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,0.607,17.0,11.0,0.0,0.0,Konstantin Erokhin,71.0,230.0,0.0,Orthodox,41.0,1.07,0.36,1.83,0.47,0.0,0.0,0.7,0.0,0.75,9.0,3.0,0.0,0.0,1
Amaury Bitetti,69.0,185.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,5.0,2.0,0.0,0.0,Alex Andrade,71.0,200.0,0.0,Orthodox,50.0,0.2,0.36,2.6,0.53,0.0,0.0,0.25,0.8,0.667,10.0,5.0,0.0,0.0,1
Cathal Pendred,73.0,170.0,75.0,Orthodox,37.0,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,0.773,17.0,4.0,1.0,0.0,Sean Spencer,70.0,170.0,74.0,Orthodox,37.0,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0,0.667,12.0,6.0,0.0,0.0,1
Spencer Fisher,67.0,155.0,68.0,Southpaw,48.0,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,0.727,24.0,9.0,0.0,0.0,Thiago Alves,69.0,170.0,70.0,Orthodox,41.0,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,0.605,23.0,15.0,0.0,0.0,1
Marcus Davis,70.0,170.0,70.0,Southpaw,51.0,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,0.647,22.0,11.0,0.0,1.0,Jason Tan,70.0,170.0,0.0,Orthodox,43.0,0.69,0.29,7.37,0.18,0.0,0.0,0.0,0.0,0.625,5.0,3.0,0.0,0.0,1
Jose Aldo,67.0,135.0,70.0,Orthodox,38.0,3.57,0.46,3.74,0.6,0.49,0.54,0.91,0.1,0.795,31.0,8.0,0.0,0.0,Frankie Edgar,66.0,135.0,68.0,Orthodox,43.0,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,0.657,23.0,11.0,1.0,0.0,1
Eric Spicely,73.0,185.0,73.0,Orthodox,38.0,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0,0.667,12.0,6.0,0.0,0.0,Sam Alvey,74.0,185.0,75.0,Southpaw,38.0,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,0.623,33.0,18.0,1.0,1.0,0
Brendan Allen,74.0,185.0,75.0,Orthodox,29.0,3.87,0.54,3.6,0.46,1.36,0.47,0.58,1.7,0.821,23.0,5.0,0.0,0.0,Kevin Holland,75.0,170.0,81.0,Orthodox,32.0,4.39,0.49,3.22,0.51,0.78,0.38,0.53,0.5,0.694,25.0,10.0,0.0,1.0,1
Chris Curtis,70.0,185.0,75.0,Orthodox,37.0,5.96,0.51,6.58,0.53,0.0,0.0,0.92,0.0,0.738,31.0,10.0,0.0,1.0,Marc-andre Barriault,73.0,185.0,74.0,Orthodox,34.0,6.19,0.47,5.67,0.52,0.22,0.25,0.67,0.1,0.667,16.0,7.0,0.0,1.0,1
Thales Leites,73.0,185.0,78.0,Orthodox,43.0,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,0.757,28.0,9.0,0.0,0.0,Floyd Sword,72.0,185.0,0.0,Orthodox,48.0,0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0,0.8,12.0,3.0,0.0,0.0,1
Andrei Arlovski,75.0,240.0,77.0,Orthodox,45.0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2,0.576,34.0,23.0,0.0,2.0,Paul Buentello,74.0,245.0,77.0,Orthodox,50.0,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,0.673,35.0,17.0,0.0,0.0,1
Chad Anheliger,66.0,135.0,64.0,Orthodox,38.0,3.07,0.42,3.55,0.51,1.03,0.36,0.47,0.8,0.632,12.0,7.0,0.0,0.0,Alatengheili,65.0,135.0,66.0,Orthodox,33.0,2.88,0.33,5.03,0.58,1.82,0.4,0.72,0.0,0.593,16.0,9.0,2.0,0.0,0
Marlon Moraes,66.0,135.0,67.0,Orthodox,36.0,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3,0.676,23.0,10.0,1.0,0.0,Aljamain Sterling,67.0,145.0,71.0,Orthodox,35.0,4.73,0.52,2.41,0.58,1.97,0.24,0.45,0.8,0.852,23.0,4.0,0.0,0.0,1
Kyler Phillips,68.0,135.0,72.0,Orthodox,29.0,5.36,0.46,3.36,0.61,2.87,0.46,0.7,0.6,0.846,11.0,2.0,0.0,0.0,Cameron Else,69.0,135.0,71.0,Switch,37.0,1.99,0.4,8.09,0.51,0.0,0.0,0.0,0.0,0.625,10.0,6.0,0.0,0.0,1
Mauricio Rua,73.0,205.0,76.0,Orthodox,43.0,3.57,0.5,2.79,0.54,2.01,0.48,0.49,0.7,0.643,27.0,14.0,1.0,0.0,Alexander Gustafsson,77.0,205.0,79.0,Orthodox,37.0,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,0.692,18.0,8.0,0.0,0.0,0
